student_id,kp_name,mastery,n_obs
S0005,空间向量与立体几何,0.5932638818659779,5.0
S0005,立体几何初步,0.5506150047227226,5.0
S0005,统计,0.7227989783454899,5.0
S0005,计数原理,0.6058629866360494,5.0
S0005,集合与逻辑,0.5672265746213799,5.0
S0006,一元函数导数及其应用,0.5888891480272647,5.0
S0006,三角函数,0.8323599102685878,5.0
S0006,函数应用,0.22723598402554407,5.0
S0006,函数概念与性质,0.6966735390961741,5.0
S0006,复数,0.5035249190798852,5.0
S0006,对数函数,0.7982216757717883,5.0
S0006,幂函数,0.393868071782569,5.0
S0006,平面向量及其应用,0.160657516625171,5.0
S0006,平面解析几何,0.7737161261567967,5.0
S0006,指数函数,0.7135726155867248,5.0
S0006,数列,0.5274770387675856,5.0
S0006,概率,0.5979085337258037,5.0
S0006,空间向量与立体几何,0.6150203986143414,5.0
S0006,立体几何初步,0.47843324926702674,5.0
S0006,统计,0.41564321611526206,5.0
S0006,计数原理,0.18712369474516555,5.0
S0006,集合与逻辑,0.13456791842835766,5.0
S0007,一元函数导数及其应用,0.4374149198171219,5.0
S0007,三角函数,0.6931420146732508,5.0
S0007,函数应用,0.19433805050273087,5.0
S0007,函数概念与性质,0.5288480508065904,5.0
S0007,复数,0.7086237859219723,5.0
S0007,对数函数,0.18826731290954923,5.0
S0007,幂函数,0.13425369740283508,5.0
S0007,平面向量及其应用,0.7639255472851231,5.0
S0007,平面解析几何,0.20860777996901653,5.0
S0007,指数函数,0.15729554951484384,5.0
S0007,数列,0.5852472469055724,5.0
S0007,概率,0.6604932840134233,5.0
S0007,空间向量与立体几何,0.6689270502002688,5.0
S0007,立体几何初步,0.13035613318555178,5.0
S0007,统计,0.18120730799092255,5.0
S0007,计数原理,0.48349299919762,5.0
S0007,集合与逻辑,0.19014350662403093,5.0
S0008,一元函数导数及其应用,0.359035605423062,5.0
S0008,三角函数,0.7331947376215893,5.0
S0008,函数应用,0.691889065876315,5.0
S0008,函数概念与性质,0.23082930181691919,5.0
S0008,复数,0.6066766916832496,5.0
S0008,对数函数,0.44967546163345234,5.0
S0008,幂函数,0.8042949526204605,5.0
S0008,平面向量及其应用,0.637824501522752,5.0
S0008,平面解析几何,0.6896438388465965,5.0
S0008,指数函数,0.5669611498092553,5.0
S0008,数列,0.12420719950444237,5.0
S0008,概率,0.7340854799528639,5.0
S0008,空间向量与立体几何,0.5819450975647122,5.0
S0008,立体几何初步,0.32456809401087156,5.0
S0008,统计,0.8780979409393059,5.0
S0008,计数原理,0.35374885745243456,5.0
S0008,集合与逻辑,0.39785662776529024,5.0
S0009,一元函数导数及其应用,0.1892751149544651,5.0
S0009,三角函数,0.37213205927936355,5.0
S0009,函数应用,0.5247331779199164,5.0
S0009,函数概念与性质,0.5648003105377202,5.0
S0009,复数,0.3328034097333866,5.0
S0009,对数函数,0.6282949313821711,5.0
S0009,幂函数,0.3543501888533352,5.0
S0009,平面向量及其应用,0.4907789483665132,5.0
S0009,平面解析几何,0.5710573874245447,5.0
S0009,指数函数,0.697332311928677,5.0
S0009,数列,0.4655605232861777,5.0
S0009,概率,0.8040477305716169,5.0
S0009,空间向量与立体几何,0.36794113856628585,5.0
S0009,立体几何初步,0.3504183883136442,5.0
S0009,统计,0.600618787068485,5.0
S0009,计数原理,0.4452072478045964,5.0
S0009,集合与逻辑,0.41023245059972624,5.0
S0010,一元函数导数及其应用,0.2709697335674747,5.0
S0010,三角函数,0.5637383469289106,5.0
S0010,函数应用,0.535434960045653,5.0
S0010,函数概念与性质,0.548987939749253,5.0
S0010,复数,0.7066847728717597,5.0
S0010,对数函数,0.2899361101174993,5.0
S0010,幂函数,0.15750689889381358,5.0
S0010,平面向量及其应用,0.4386869885715549,5.0
S0010,平面解析几何,0.5030436019615403,5.0
S0010,指数函数,0.7073652543278575,5.0
S0010,数列,0.6808640172975077,5.0
S0010,概率,0.7098953493808352,5.0
S0010,空间向量与立体几何,0.23600141783525747,5.0
S0010,立体几何初步,0.6358730135442274,5.0
S0010,统计,0.4493996093208013,5.0
S0010,计数原理,0.35334223010883964,5.0
S0010,集合与逻辑,0.8276454078950506,5.0
S0011,一元函数导数及其应用,0.37449247811665465,5.0
S0011,三角函数,0.6372818050204491,5.0
S0011,函数应用,0.5719534629799826,5.0
S0011,函数概念与性质,0.6064864483144833,5.0
S0011,复数,0.6561032908462033,5.0
S0011,对数函数,0.3269503450758397,5.0
S0011,幂函数,0.6812444083414056,5.0
S0011,平面向量及其应用,0.5378151287431081,5.0
S0011,平面解析几何,0.3230041574823559,5.0
S0011,指数函数,0.8021888831575192,5.0
S0011,数列,0.35739484236472674,5.0
S0011,概率,0.44357817926819676,5.0
S0011,空间向量与立体几何,0.6258721020537319,5.0
S0011,立体几何初步,0.5623535584677987,5.0
S0011,统计,0.735607816770134,5.0
S0011,计数原理,0.39017365559055855,5.0
S0011,集合与逻辑,0.8628452732121443,5.0
S0012,一元函数导数及其应用,0.6197239525014734,5.0
S0012,三角函数,0.29489633555731437,5.0
S0012,函数应用,0.3369991106756025,5.0
S0012,函数概念与性质,0.47197446735734944,5.0
S0012,复数,0.7060586369772155,5.0
S0012,对数函数,0.2225594643797903,5.0
S0012,幂函数,0.7151863709926345,5.0
S0012,平面向量及其应用,0.45831810739915463,5.0
S0012,平面解析几何,0.5008547670902769,5.0
S0012,指数函数,0.7521770943839284,5.0
S0012,数列,0.30010307500523414,5.0
S0012,概率,0.7467965730462792,5.0
S0012,空间向量与立体几何,0.4162711252456004,5.0
S0012,立体几何初步,0.30367383028610867,5.0
S0012,统计,0.8286213892704459,5.0
S0012,计数原理,0.4354664007509216,5.0
S0012,集合与逻辑,0.5773263816646206,5.0
S0013,一元函数导数及其应用,0.3738055176469395,5.0
S0013,三角函数,0.32744920025337776,5.0
S0013,函数应用,0.6354949674541248,5.0
S0013,函数概念与性质,0.5186735035833745,5.0
S0013,复数,0.44902680378883125,5.0
S0013,对数函数,0.13550698950307696,5.0
S0013,幂函数,0.3360012355172034,5.0
S0013,平面向量及其应用,0.36399927820237543,5.0
S0013,平面解析几何,0.7145699845420009,5.0
S0013,指数函数,0.30834148934756134,5.0
S0013,数列,0.4883133404664749,5.0
S0013,概率,0.5176018515936016,5.0
S0013,空间向量与立体几何,0.3555395310005849,5.0
S0013,立体几何初步,0.8524126482868635,5.0
S0013,统计,0.7554061453662126,5.0
S0013,计数原理,0.7858819310766817,5.0
S0013,集合与逻辑,0.44588072309723087,5.0
S0014,一元函数导数及其应用,0.25837653870367655,5.0
S0014,三角函数,0.19054701207642383,5.0
S0014,函数应用,0.2550008309297809,5.0
S0014,函数概念与性质,0.6103695787276128,5.0
S0014,复数,0.3399563307677499,5.0
S0014,对数函数,0.37539446390976144,5.0
S0014,幂函数,0.1951350176178202,5.0
S0014,平面向量及其应用,0.5266343348404751,5.0
S0014,平面解析几何,0.2675057375299265,5.0
S0014,指数函数,0.843420539815062,5.0
S0014,数列,0.8081441324689606,5.0
S0014,概率,0.6688373268093735,5.0
S0014,空间向量与立体几何,0.38016306986547654,5.0
S0014,立体几何初步,0.3596382759519509,5.0
S0014,统计,0.21032419071616773,5.0
S0014,计数原理,0.37858430124565784,5.0
S0014,集合与逻辑,0.7054196868451378,5.0
S0015,一元函数导数及其应用,0.8234179802614396,5.0
S0015,三角函数,0.5506562046850378,5.0
S0015,函数应用,0.3490430174164232,5.0
S0015,函数概念与性质,0.832714507925345,5.0
S0015,复数,0.4415321904049336,5.0
S0015,对数函数,0.8314672126150616,5.0
S0015,幂函数,0.2789701143474038,5.0
S0015,平面向量及其应用,0.43329863120084433,5.0
S0015,平面解析几何,0.7729691610024682,5.0
S0015,指数函数,0.8292600794200841,5.0
S0015,数列,0.9116254109429591,5.0
S0015,概率,0.6740265005311025,5.0
S0015,空间向量与立体几何,0.9018628328706952,5.0
S0015,立体几何初步,0.230128178218708,5.0
S0015,统计,0.3232551029760633,5.0
S0015,计数原理,0.17533453381016356,5.0
S0015,集合与逻辑,0.8019152121353654,5.0
S0016,一元函数导数及其应用,0.3115498765676005,5.0
S0016,三角函数,0.4732891977878054,5.0
S0016,函数应用,0.295517976751029,5.0
S0016,函数概念与性质,0.7228443148128926,5.0
S0016,复数,0.7224557570340706,5.0
S0016,对数函数,0.6243987175137534,5.0
S0016,幂函数,0.16458506325490474,5.0
S0016,平面向量及其应用,0.857947472650183,5.0
S0016,平面解析几何,0.5115866113304607,5.0
S0016,指数函数,0.14657457414888997,5.0
S0016,数列,0.30887857722424483,5.0
S0016,概率,0.5118309164983627,5.0
S0016,空间向量与立体几何,0.523788987014952,5.0
S0016,立体几何初步,0.6805849633489849,5.0
S0016,统计,0.4774914911660963,5.0
S0016,计数原理,0.5531493220354613,5.0
S0016,集合与逻辑,0.22278905496234094,5.0
S0017,一元函数导数及其应用,0.8561793071627994,5.0
S0017,三角函数,0.6421499698424318,5.0
S0017,函数应用,0.19130937159914488,5.0
S0017,函数概念与性质,0.35330611306268617,5.0
S0017,复数,0.8883502260185092,5.0
S0017,对数函数,0.180270842479017,5.0
S0017,幂函数,0.24011654343257136,5.0
S0017,平面向量及其应用,0.14126997792059906,5.0
S0017,平面解析几何,0.2748351016393811,5.0
S0017,指数函数,0.46742559002847334,5.0
S0017,数列,0.6077755356502106,5.0
S0017,概率,0.5154058267407408,5.0
S0017,空间向量与立体几何,0.1382525432513492,5.0
S0017,立体几何初步,0.24942760290398572,5.0
S0017,统计,0.15540647538768393,5.0
S0017,计数原理,0.240501708502027,5.0
S0017,集合与逻辑,0.8301568023062155,5.0
S0018,一元函数导数及其应用,0.27851450756771967,5.0
S0018,三角函数,0.24739839321339893,5.0
S0018,函数应用,0.5717561323482876,5.0
S0018,函数概念与性质,0.47019395066096015,5.0
S0018,复数,0.4526106287431555,5.0
S0018,对数函数,0.7649376192948341,5.0
S0018,幂函数,0.48789606957536735,5.0
S0018,平面向量及其应用,0.6759308044941128,5.0
S0018,平面解析几何,0.6199060918177162,5.0
S0018,指数函数,0.4477492113681141,5.0
S0018,数列,0.22973298451980445,5.0
S0018,概率,0.8710481907327308,5.0
S0018,空间向量与立体几何,0.621491343369012,5.0
S0018,立体几何初步,0.8931472803588947,5.0
S0018,统计,0.8158238759467107,5.0
S0018,计数原理,0.3234086949838874,5.0
S0018,集合与逻辑,0.8059441176452712,5.0
S0019,一元函数导数及其应用,0.6367745227757374,5.0
S0019,三角函数,0.08320249484531697,5.0
S0019,函数应用,0.6199525945443943,5.0
S0019,函数概念与性质,0.5320290678358092,5.0
S0019,复数,0.42475334993565306,5.0
S0019,对数函数,0.2875366491040505,5.0
S0019,幂函数,0.25493188295615027,5.0
S0019,平面向量及其应用,0.5345682001261428,5.0
S0019,平面解析几何,0.5902498580247522,5.0
S0019,指数函数,0.5437063690104948,5.0
S0019,数列,0.6564180026136712,5.0
S0019,概率,0.19447929444405293,5.0
S0019,空间向量与立体几何,0.8941233621788066,5.0
S0019,立体几何初步,0.6063470755724308,5.0
S0019,统计,0.44493021602094945,5.0
S0019,计数原理,0.7331258568099059,5.0
S0019,集合与逻辑,0.5552551416498194,5.0
S0020,一元函数导数及其应用,0.6906082505234611,5.0
S0020,三角函数,0.38081990876623334,5.0
S0020,函数应用,0.36046437136201265,5.0
S0020,函数概念与性质,0.2813113263530356,5.0
S0020,复数,0.8344302058451402,5.0
S0020,对数函数,0.4150988471264757,5.0
S0020,幂函数,0.4330289894562813,5.0
S0020,平面向量及其应用,0.19761977702153985,5.0
S0020,平面解析几何,0.3943294726557116,5.0
S0020,指数函数,0.8214768606599351,5.0
S0020,数列,0.38546941639224647,5.0
S0020,概率,0.7481428728675362,5.0
S0020,空间向量与立体几何,0.29234719411388,5.0
S0020,立体几何初步,0.5949900418783373,5.0
S0020,统计,0.2919670276248392,5.0
S0020,计数原理,0.8278048469125506,5.0
S0020,集合与逻辑,0.36296953637813306,5.0
S0021,一元函数导数及其应用,0.341984716769088,5.0
S0021,三角函数,0.4504771345576255,5.0
S0021,函数应用,0.7146363957332865,5.0
S0021,函数概念与性质,0.26681696389411014,5.0
S0021,复数,0.6360996753072924,5.0
S0021,对数函数,0.7438535611601483,5.0
S0021,幂函数,0.5463217484784061,5.0
S0021,平面向量及其应用,0.7164358691639681,5.0
S0021,平面解析几何,0.8168743251208263,5.0
S0021,指数函数,0.461581823725493,5.0
S0021,数列,0.517392825164647,5.0
S0021,概率,0.3410453931637671,5.0
S0021,空间向量与立体几何,0.24919234749136762,5.0
S0021,立体几何初步,0.45299436844490404,5.0
S0021,统计,0.4095895240883183,5.0
S0021,计数原理,0.6888770397730547,5.0
S0021,集合与逻辑,0.2044219024671498,5.0
S0022,一元函数导数及其应用,0.3852417632043689,5.0
S0022,三角函数,0.2546230039146489,5.0
S0022,函数应用,0.27180464557207545,5.0
S0022,函数概念与性质,0.16064087386937081,5.0
S0022,复数,0.6995583460620326,5.0
S0022,对数函数,0.28820982567437914,5.0
S0022,幂函数,0.5421684688596721,5.0
S0022,平面向量及其应用,0.16813967933928553,5.0
S0022,平面解析几何,0.4037100410066686,5.0
S0022,指数函数,0.7783420252276906,5.0
S0022,数列,0.11766569629143328,5.0
S0022,概率,0.6684116350731873,5.0
S0022,空间向量与立体几何,0.11239690000488245,5.0
S0022,立体几何初步,0.12335215125913385,5.0
S0022,统计,0.37957246854728943,5.0
S0022,计数原理,0.5867375866990908,5.0
S0022,集合与逻辑,0.4404610700521064,5.0
S0023,一元函数导数及其应用,0.7363733505565304,5.0
S0023,三角函数,0.31498618924854066,5.0
S0023,函数应用,0.15523890866885828,5.0
S0023,函数概念与性质,0.766724557773063,5.0
S0023,复数,0.08116966787140437,5.0
S0023,对数函数,0.677424322872752,5.0
S0023,幂函数,0.5404570064621252,5.0
S0023,平面向量及其应用,0.7135275653774699,5.0
S0023,平面解析几何,0.5186852062430318,5.0
S0023,指数函数,0.41943790223592986,5.0
S0023,数列,0.49241159267350737,5.0
S0023,概率,0.5968224765582376,5.0
S0023,空间向量与立体几何,0.12664993903488578,5.0
S0023,立体几何初步,0.32829509485566494,5.0
S0023,统计,0.6169334970351584,5.0
S0023,计数原理,0.5905619764636681,5.0
S0023,集合与逻辑,0.4495178192719685,5.0
S0024,一元函数导数及其应用,0.8422484117008012,5.0
S0024,三角函数,0.8118699670034346,5.0
S0024,函数应用,0.5840417671776229,5.0
S0024,函数概念与性质,0.6257335216572744,5.0
S0024,复数,0.4069541519408103,5.0
S0024,对数函数,0.6125061207729197,5.0
S0024,幂函数,0.1739754936139374,5.0
S0024,平面向量及其应用,0.5860856275031096,5.0
S0024,平面解析几何,0.37996893816857585,5.0
S0024,指数函数,0.599142929864275,5.0
S0024,数列,0.6329864256603774,5.0
S0024,概率,0.7070198957878818,5.0
S0024,空间向量与立体几何,0.6024023445367014,5.0
S0024,立体几何初步,0.6918413709778121,5.0
S0024,统计,0.5785454178418507,5.0
S0024,计数原理,0.6575945730156408,5.0
S0024,集合与逻辑,0.14338267535231022,5.0
S0025,一元函数导数及其应用,0.2075641113697326,5.0
S0025,三角函数,0.33352735080177864,5.0
S0025,函数应用,0.4225616851804095,5.0
S0025,函数概念与性质,0.5758634065764384,5.0
S0025,复数,0.5405324334233175,5.0
S0025,对数函数,0.25366135764560516,5.0
S0025,幂函数,0.38803018479095464,5.0
S0025,平面向量及其应用,0.7733968224245558,5.0
S0025,平面解析几何,0.6035313892410414,5.0
S0025,指数函数,0.376971312195611,5.0
S0025,数列,0.494936293296592,5.0
S0025,概率,0.7898276638029434,5.0
S0025,空间向量与立体几何,0.5838161494292953,5.0
S0025,立体几何初步,0.33575107799701237,5.0
S0025,统计,0.5601431698561095,5.0
S0025,计数原理,0.24768782022363925,5.0
S0025,集合与逻辑,0.7731762099271563,5.0
S0026,一元函数导数及其应用,0.7954001986820636,5.0
S0026,三角函数,0.15174881423907716,5.0
S0026,函数应用,0.6023440234877162,5.0
S0026,函数概念与性质,0.6872090081800224,5.0
S0026,复数,0.334321112845776,5.0
S0026,对数函数,0.736732977607515,5.0
S0026,幂函数,0.6487434528814353,5.0
S0026,平面向量及其应用,0.22107792103616605,5.0
S0026,平面解析几何,0.5468532865993291,5.0
S0026,指数函数,0.5124977337990633,5.0
S0026,数列,0.25920996011110037,5.0
S0026,概率,0.6326853128387433,5.0
S0026,空间向量与立体几何,0.8671579706314461,5.0
S0026,立体几何初步,0.6666404909166587,5.0
S0026,统计,0.8432632308473932,5.0
S0026,计数原理,0.15231578363995174,5.0
S0026,集合与逻辑,0.21339039720149447,5.0
S0027,一元函数导数及其应用,0.33470295979264986,5.0
S0027,三角函数,0.6757562350690253,5.0
S0027,函数应用,0.7668874240850967,5.0
S0027,函数概念与性质,0.27532760747460705,5.0
S0027,复数,0.14611376412214105,5.0
S0027,对数函数,0.4662909659034192,5.0
S0027,幂函数,0.8346552291049091,5.0
S0027,平面向量及其应用,0.7485840604625017,5.0
S0027,平面解析几何,0.6000534973663452,5.0
S0027,指数函数,0.7700055334278825,5.0
S0027,数列,0.4544379053337027,5.0
S0027,概率,0.4486433517134174,5.0
S0027,空间向量与立体几何,0.2357305187380517,5.0
S0027,立体几何初步,0.6094861302327255,5.0
S0027,统计,0.838719010233689,5.0
S0027,计数原理,0.5208563482147729,5.0
S0027,集合与逻辑,0.7777351088267903,5.0
S0028,一元函数导数及其应用,0.7869715527972431,5.0
S0028,三角函数,0.5946539720491232,5.0
S0028,函数应用,0.2649199408430568,5.0
S0028,函数概念与性质,0.06959981892405342,5.0
S0028,复数,0.14695422093168412,5.0
S0028,对数函数,0.13912952311569318,5.0
S0028,幂函数,0.6010473786420721,5.0
S0028,平面向量及其应用,0.8513755487622019,5.0
S0028,平面解析几何,0.2831763443667864,5.0
S0028,指数函数,0.2553394367322146,5.0
S0028,数列,0.1668791072706508,5.0
S0028,概率,0.3114384716783835,5.0
S0028,空间向量与立体几何,0.3107570989099449,5.0
S0028,立体几何初步,0.15911448719217777,5.0
S0028,统计,0.4677028710299572,5.0
S0028,计数原理,0.7119569363673199,5.0
S0028,集合与逻辑,0.46587024874747135,5.0
S0029,一元函数导数及其应用,0.17737210717073057,5.0
S0029,三角函数,0.760943498853945,5.0
S0029,函数应用,0.29912197726992457,5.0
S0029,函数概念与性质,0.41108006286153176,5.0
S0029,复数,0.19093799164213945,5.0
S0029,对数函数,0.32909452152970536,5.0
S0029,幂函数,0.19123823201522083,5.0
S0029,平面向量及其应用,0.5700222937553419,5.0
S0029,平面解析几何,0.4452940488523267,5.0
S0029,指数函数,0.8027540701731711,5.0
S0029,数列,0.16676994683855487,5.0
S0029,概率,0.3021007912857923,5.0
S0029,空间向量与立体几何,0.24610581359719808,5.0
S0029,立体几何初步,0.2260834396256486,5.0
S0029,统计,0.49940979596057805,5.0
S0029,计数原理,0.11422201833704974,5.0
S0029,集合与逻辑,0.4460636960925084,5.0
S0030,一元函数导数及其应用,0.5340863316141266,5.0
S0030,三角函数,0.3494480435329658,5.0
S0030,函数应用,0.4906414590925261,5.0
S0030,函数概念与性质,0.43020450848617114,5.0
S0030,复数,0.607658214755728,5.0
S0030,对数函数,0.4654628104063991,5.0
S0030,幂函数,0.5272517208790827,5.0
S0030,平面向量及其应用,0.8481737103724407,5.0
S0030,平面解析几何,0.763253128999052,5.0
S0030,指数函数,0.679795015939551,5.0
S0030,数列,0.19602435123226286,5.0
S0030,概率,0.7323755041639428,5.0
S0030,空间向量与立体几何,0.2689798448456588,5.0
S0030,立体几何初步,0.5511199655631602,5.0
S0030,统计,0.5655606665073982,5.0
S0030,计数原理,0.5321073790134481,5.0
S0030,集合与逻辑,0.23709517213085815,5.0
S0031,一元函数导数及其应用,0.7233577213127289,5.0
S0031,三角函数,0.4985217593031259,5.0
S0031,函数应用,0.5259708100765381,5.0
S0031,函数概念与性质,0.5480245140095406,5.0
S0031,复数,0.5387390588704001,5.0
S0031,对数函数,0.13889837851542705,5.0
S0031,幂函数,0.7277418964035912,5.0
S0031,平面向量及其应用,0.22622188367028664,5.0
S0031,平面解析几何,0.23922568252170237,5.0
S0031,指数函数,0.1565330257290772,5.0
S0031,数列,0.5786182045931765,5.0
S0031,概率,0.1700778066817326,5.0
S0031,空间向量与立体几何,0.5438503929347818,5.0
S0031,立体几何初步,0.5532222593076929,5.0
S0031,统计,0.5574075061793373,5.0
S0031,计数原理,0.6206773001500574,5.0
S0031,集合与逻辑,0.06219410853324795,5.0
S0032,一元函数导数及其应用,0.6836161774022413,5.0
S0032,三角函数,0.5747128229120075,5.0
S0032,函数应用,0.109135637418117,5.0
S0032,函数概念与性质,0.32727519301446817,5.0
S0032,复数,0.6370267356988633,5.0
S0032,对数函数,0.561997155749895,5.0
S0032,幂函数,0.7197504838766181,5.0
S0032,平面向量及其应用,0.7139721042882874,5.0
S0032,平面解析几何,0.4316272166740466,5.0
S0032,指数函数,0.7616220085723422,5.0
S0032,数列,0.38757431978651724,5.0
S0032,概率,0.5502092904836359,5.0
S0032,空间向量与立体几何,0.3893274362906419,5.0
S0032,立体几何初步,0.9329742099239698,5.0
S0032,统计,0.7557219847164502,5.0
S0032,计数原理,0.5309068362175136,5.0
S0032,集合与逻辑,0.3228003672913139,5.0
S0033,一元函数导数及其应用,0.8423665686792401,5.0
S0033,三角函数,0.34074579660942445,5.0
S0033,函数应用,0.370406693718201,5.0
S0033,函数概念与性质,0.5982688394435233,5.0
S0033,复数,0.12429356442790293,5.0
S0033,对数函数,0.7943520969685878,5.0
S0033,幂函数,0.3717669873937653,5.0
S0033,平面向量及其应用,0.1414564879671397,5.0
S0033,平面解析几何,0.5571246663970549,5.0
S0033,指数函数,0.4407792125863834,5.0
S0033,数列,0.6741784331943231,5.0
S0033,概率,0.37313530931221617,5.0
S0033,空间向量与立体几何,0.2444966237356868,5.0
S0033,立体几何初步,0.7322144889223088,5.0
S0033,统计,0.79539271475048,5.0
S0033,计数原理,0.48338038788470566,5.0
S0033,集合与逻辑,0.20203026911550567,5.0
S0034,一元函数导数及其应用,0.7509306957664126,5.0
S0034,三角函数,0.27458122188532064,5.0
S0034,函数应用,0.4028003444646171,5.0
S0034,函数概念与性质,0.31789177280216985,5.0
S0034,复数,0.4627659460771168,5.0
S0034,对数函数,0.4250482619580462,5.0
S0034,幂函数,0.682377580229513,5.0
S0034,平面向量及其应用,0.4466191516812743,5.0
S0034,平面解析几何,0.16530425410454114,5.0
S0034,指数函数,0.4622224799099242,5.0
S0034,数列,0.0702776271157815,5.0
S0034,概率,0.8333332917440726,5.0
S0034,空间向量与立体几何,0.35001278478320247,5.0
S0034,立体几何初步,0.377763874670295,5.0
S0034,统计,0.7688496857979278,5.0
S0034,计数原理,0.6928816958621515,5.0
S0034,集合与逻辑,0.30350262068658723,5.0
S0035,一元函数导数及其应用,0.7774069694319717,5.0
S0035,三角函数,0.9208651376846361,5.0
S0035,函数应用,0.4579084850283198,5.0
S0035,函数概念与性质,0.26980977852168964,5.0
S0035,复数,0.28191458145750276,5.0
S0035,对数函数,0.5765934174319342,5.0
S0035,幂函数,0.7240979059165141,5.0
S0035,平面向量及其应用,0.5639856367583174,5.0
S0035,平面解析几何,0.3828352610521009,5.0
S0035,指数函数,0.2194862162685328,5.0
S0035,数列,0.45993381657700144,5.0
S0035,概率,0.13976579006794093,5.0
S0035,空间向量与立体几何,0.7007341504897785,5.0
S0035,立体几何初步,0.3761194940159025,5.0
S0035,统计,0.5013656852623487,5.0
S0035,计数原理,0.2929625206430526,5.0
S0035,集合与逻辑,0.7321432967726242,5.0
S0036,一元函数导数及其应用,0.6744317265360837,5.0
S0036,三角函数,0.5798236188557909,5.0
S0036,函数应用,0.7792439792701842,5.0
S0036,函数概念与性质,0.1657866195874282,5.0
S0036,复数,0.6897431009283796,5.0
S0036,对数函数,0.5653594098923718,5.0
S0036,幂函数,0.4271220497354914,5.0
S0036,平面向量及其应用,0.3555187873919633,5.0
S0036,平面解析几何,0.5571162599793317,5.0
S0036,指数函数,0.5128112971449929,5.0
S0036,数列,0.5993822625992329,5.0
S0036,概率,0.783702980909877,5.0
S0036,空间向量与立体几何,0.1440847530253388,5.0
S0036,立体几何初步,0.7737354240411455,5.0
